0.45, 100
1.332, 477
1.453, 854
1.518, 1231
1.549, 1608
1.579, 1985
1.609, 2362
1.629, 2738
1.642, 3115
1.656, 3492
1.669, 3869
1.683, 4246
1.696, 4623
1.71, 5000

